שם_ישוב,גיל_0_5,,גיל_6_18,,גיל_19_45,,גיל_46_55,,גיל_56_64,,גיל_65_פלוס,,"סה""כ",,AND,עירוני/ כפרי,מגזר,פריפריה/ מרכז,נפה/ מועצה,נפה,סמל_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,
גבת,101,0,250,0,273,0,170,0,62,0,216,0,"1,072",0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,133,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
הסוללים,99,0,210,0,334,0,138,0,136,0,147,0,"1,064",0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,677,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
אלוני אבא,45,0,269,0,316,0,216,0,95,0,110,0,"1,051",0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,429,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
ציפורי,100,0,239,0,348,0,143,0,78,0,135,0,"1,043",0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,613,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
היוגב,127,0,249,0,338,0,72,0,48,0,159,0,993,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,684,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
מזרע,87,0,178,0,293,0,112,0,88,0,231,0,989,0,0,כפרי,יהודי,פריפריה,עמק יזרעאל ,עפולה ,104,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
חנתון,74,0,348,0,290,0,153,0,58,0,56,0,979,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,1257,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
גזית,84,0,183,0,312,0,116,0,70,0,193,0,958,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,457,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
בית לחם הגלילית,55,0,187,0,263,0,113,0,80,0,152,0,850,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,430,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
גיניגר,54,0,181,0,244,0,115,0,78,0,157,0,829,0,0,כפרי,יהודי,פריפריה,עמק יזרעאל ,עפולה ,92,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
אלונים,88,0,145,0,259,0,69,0,58,0,184,0,803,0,0,כפרי,יהודי,פריפריה,עמק יזרעאל ,עפולה ,285,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
מרחביה (מושב),69,0,135,0,278,0,100,0,93,0,119,0,794,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,97,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
כפר החורש,85,0,192,0,245,0,81,0,51,0,128,0,782,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,192,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
בית שערים,60,0,199,0,215,0,116,0,49,0,125,0,764,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,248,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
כפר ברוך,76,0,245,0,222,0,109,0,30,0,75,0,757,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,132,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
רמת דוד,63,0,182,0,229,0,96,0,34,0,106,0,710,0,0,כפרי,יהודי,פריפריה,עמק יזרעאל ,עפולה ,135,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
הרדוף,67,0,134,0,250,0,80,0,89,0,42,0,662,0,0,כפרי,יהודי,פריפריה,עמק יזרעאל ,עפולה ,1249,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
דברת,84,0,177,0,208,0,85,0,26,0,80,0,660,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,407,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
בלפוריה,61,0,149,0,194,0,92,0,41,0,85,0,622,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,94,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
כפר גדעון,45,0,100,0,125,0,36,0,13,0,43,0,362,0,0,כפרי,יהודי חרדי,פריפריה,עמק יזרעאל ,עפולה ,106,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
מחנה יהודית,74,0,56,0,116,0,2,0,0,0,0,0,248,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,1413,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
בית זיד,8,0,18,0,29,0,14,0,23,0,42,0,134,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עפולה ,353,23,עפולה ,23,עפולה ,9,עמק יזרעאל ,
עדי,126,0,421,0,685,0,270,0,272,0,255,0,"2,029",0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עכו ,1199,24,עכו ,24,עכו ,9,עמק יזרעאל ,
סואעד (חמרייה),28,0,57,0,104,0,29,0,20,0,33,0,271,0,0,כפרי,#N/A,פריפריה,עמק יזרעאל ,עכו ,942,24,עכו ,24,עכו ,9,עמק יזרעאל ,
מנשית זבדה,229,0,404,0,632,0,138,0,106,0,64,0,"1,573",0,0,כפרי,בדואי,פריפריה,עמק יזרעאל ,נצרת ,994,25,נצרת ,23,עפולה ,9,עמק יזרעאל ,
ח'ואלד (שבט),15,0,22,0,31,0,7,0,11,0,6,0,92,0,0,כפרי,#N/A,פריפריה,זבולון ,נצרת ,986,25,נצרת ,31,חיפה ,12,זבולון ,
רמת יוחנן,128,0,239,0,468,0,130,0,107,0,207,0,"1,279",0,0,כפרי,#N/A,מרכז,זבולון ,חיפה ,178,31,חיפה ,27,קריות ,12,זבולון ,
אושה,71,0,141,0,201,0,77,0,56,0,99,0,645,0,0,כפרי,#N/A,מרכז,זבולון ,חיפה ,278,31,חיפה ,27,קריות ,12,זבולון ,
אבטין,330,0,720,0,"1,200",0,317,0,227,0,183,0,"2,977",0,0,כפרי,ערבי,מרכז,זבולון ,חיפה ,652,31,חיפה ,31,חיפה ,12,זבולון ,
נופית,107,0,570,0,849,0,473,0,282,0,372,0,"2,653",0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,1284,31,חיפה ,31,חיפה ,12,זבולון ,
יגור,140,0,346,0,668,0,275,0,128,0,348,0,"1,905",0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,96,31,חיפה ,31,חיפה ,12,זבולון ,
כפר חסידים א',70,0,206,0,256,0,89,0,57,0,134,0,812,0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,112,31,חיפה ,31,חיפה ,12,זבולון ,
שער העמקים,71,0,164,0,218,0,108,0,64,0,186,0,811,0,0,כפרי,#N/A,מרכז,זבולון ,חיפה ,237,31,חיפה ,31,חיפה ,12,זבולון ,
ח'ואלד,87,0,207,0,310,0,95,0,54,0,39,0,792,0,0,כפרי,#N/A,מרכז,זבולון ,חיפה ,1321,31,חיפה ,31,חיפה ,12,זבולון ,
ראס עלי,89,0,209,0,302,0,71,0,45,0,26,0,742,0,0,כפרי,בדואי,מרכז,זבולון ,חיפה ,990,31,חיפה ,31,חיפה ,12,זבולון ,
כפר ביאליק,44,0,136,0,193,0,86,0,43,0,135,0,637,0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,220,31,חיפה ,31,חיפה ,12,זבולון ,
כפר המכבי,46,0,95,0,148,0,48,0,38,0,97,0,472,0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,254,31,חיפה ,31,חיפה ,12,זבולון ,
כפר חסידים ב',21,0,64,0,82,0,32,0,11,0,66,0,276,0,0,כפרי,#N/A,מרכז,זבולון ,חיפה ,889,31,חיפה ,31,חיפה ,12,זבולון ,
כפר הנוער הדתי,13,0,13,0,22,0,3,0,5,0,19,0,75,0,0,כפרי,יהודי דתי,מרכז,זבולון ,חיפה ,890,31,חיפה ,31,חיפה ,12,זבולון ,
אורנים,0,0,0,0,2,0,1,0,1,0,1,0,5,0,0,כפרי,יהודי,מרכז,זבולון ,חיפה ,882,31,חיפה ,31,חיפה ,12,זבולון ,
רמות מנשה,94,0,401,0,438,0,265,0,95,0,170,0,"1,463",0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,445,23,עפולה ,23,עפולה ,13,מגידו ,
יקנעם (מושבה),128,0,304,0,443,0,202,0,95,0,286,0,"1,458",0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,241,23,עפולה ,23,עפולה ,13,מגידו ,
משמר העמק,108,0,247,0,431,0,209,0,137,0,287,0,"1,419",0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,130,23,עפולה ,23,עפולה ,13,מגידו ,
הזורע,91,0,191,0,399,0,159,0,105,0,362,0,"1,307",0,0,כפרי,יהודי,פריפריה,מגידו ,עפולה ,250,23,עפולה ,23,עפולה ,13,מגידו ,
עין השופט,55,0,211,0,417,0,162,0,91,0,326,0,"1,262",0,0,כפרי,יהודי,פריפריה,מגידו ,עפולה ,270,23,עפולה ,23,עפולה ,13,מגידו ,
רמת השופט,98,0,279,0,365,0,216,0,61,0,202,0,"1,221",0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,335,23,עפולה ,23,עפולה ,13,מגידו ,
דליה,88,0,202,0,301,0,127,0,66,0,216,0,"1,000",0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,300,23,עפולה ,23,עפולה ,13,מגידו ,
מגידו,48,0,260,0,280,0,190,0,94,0,123,0,995,0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,586,23,עפולה ,23,עפולה ,13,מגידו ,
אליקים,91,0,216,0,300,0,89,0,88,0,134,0,918,0,0,כפרי,יהודי דתי,פריפריה,מגידו ,עפולה ,682,23,עפולה ,23,עפולה ,13,מגידו ,
עין העמק,87,0,156,0,313,0,108,0,88,0,116,0,868,0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,367,23,עפולה ,23,עפולה ,13,מגידו ,
מדרך עוז,56,0,215,0,259,0,132,0,71,0,115,0,848,0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,2029,23,עפולה ,23,עפולה ,13,מגידו ,
גלעד (אבן יצחק),54,0,137,0,161,0,81,0,39,0,116,0,588,0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,369,23,עפולה ,23,עפולה ,13,מגידו ,
גבעת עוז,42,0,83,0,174,0,67,0,71,0,144,0,581,0,0,כפרי,#N/A,פריפריה,מגידו ,עפולה ,703,23,עפולה ,23,עפולה ,13,מגידו ,
קציר,190,0,709,0,"1,082",0,488,0,406,0,314,0,"3,189",0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,1243,32,חדרה ,32,חדרה ,14,מנשה ,
מייסר,222,0,527,0,901,0,249,0,139,0,146,0,"2,184",0,0,כפרי,ערבי,מרכז,מנשה ,חדרה ,649,32,חדרה ,32,חדרה ,14,מנשה ,
מאור,145,0,433,0,528,0,230,0,121,0,118,0,"1,575",0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,2055,32,חדרה ,32,חדרה ,14,מנשה ,
מגל,84,0,381,0,386,0,280,0,85,0,157,0,"1,373",0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,375,32,חדרה ,32,חדרה ,14,מנשה ,
משמרות,101,0,488,0,374,0,237,0,53,0,92,0,"1,345",0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,213,32,חדרה ,32,חדרה ,14,מנשה ,
גן שמואל,118,0,222,0,354,0,173,0,102,0,290,0,"1,259",0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,72,32,חדרה ,32,חדרה ,14,מנשה ,
אום אל-קוטוף,143,0,288,0,515,0,114,0,87,0,79,0,"1,226",0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,2024,32,חדרה ,32,חדרה ,14,מנשה ,
להבות חביבה,68,0,304,0,286,0,210,0,82,0,87,0,"1,037",0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,715,32,חדרה ,32,חדרה ,14,מנשה ,
תלמי אלעזר,93,0,236,0,326,0,146,0,94,0,115,0,"1,010",0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,2003,32,חדרה ,32,חדרה ,14,מנשה ,
עין שמר,86,0,208,0,317,0,110,0,67,0,203,0,991,0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,139,32,חדרה ,32,חדרה ,14,מנשה ,
מענית,94,0,222,0,313,0,99,0,56,0,143,0,927,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,344,32,חדרה ,32,חדרה ,14,מנשה ,
גן השומרון,71,0,189,0,274,0,132,0,87,0,147,0,900,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,225,32,חדרה ,32,חדרה ,14,מנשה ,
מצפה אילן,111,0,367,0,267,0,83,0,1,0,1,0,830,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,1370,32,חדרה ,32,חדרה ,14,מנשה ,
ברקאי,43,0,154,0,219,0,105,0,80,0,140,0,741,0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,617,32,חדרה ,32,חדרה ,14,מנשה ,
רגבים,77,0,172,0,200,0,95,0,47,0,146,0,737,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,444,32,חדרה ,32,חדרה ,14,מנשה ,
כפר פינס,105,0,200,0,213,0,52,0,40,0,87,0,697,0,0,כפרי,יהודי דתי,מרכז,מנשה ,חדרה ,189,32,חדרה ,32,חדרה ,14,מנשה ,
שדה יצחק,50,0,124,0,219,0,89,0,55,0,72,0,609,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,2008,32,חדרה ,32,חדרה ,14,מנשה ,
עין עירון,44,0,116,0,194,0,82,0,57,0,76,0,569,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,223,32,חדרה ,32,חדרה ,14,מנשה ,
מצר,44,0,83,0,182,0,61,0,59,0,138,0,567,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,648,32,חדרה ,32,חדרה ,14,מנשה ,
כפר גליקסון,41,0,101,0,130,0,54,0,37,0,75,0,438,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,310,32,חדרה ,32,חדרה ,14,מנשה ,
מי עמי,24,0,119,0,126,0,49,0,30,0,64,0,412,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,1128,32,חדרה ,32,חדרה ,14,מנשה ,
אל-עריאן,21,0,38,0,85,0,20,0,16,0,10,0,190,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,1316,32,חדרה ,32,חדרה ,14,מנשה ,
אלוני יצחק,8,0,14,0,52,0,13,0,20,0,56,0,163,0,0,כפרי,יהודי,מרכז,מנשה ,חדרה ,868,32,חדרה ,32,חדרה ,14,מנשה ,
שער מנשה,0,0,0,0,12,0,29,0,27,0,54,0,122,0,0,כפרי,#N/A,מרכז,מנשה ,חדרה ,921,32,חדרה ,32,חדרה ,14,מנשה ,
כפר גלים,11,0,41,0,84,0,23,0,8,0,8,0,175,0,0,כפרי,יהודי,מרכז,חוף הכרמל ,חיפה ,427,31,חיפה ,31,חיפה ,15,חוף הכרמל ,
עתלית,"1,278",0,"2,961",1,"3,714",1,"1,379",0,698,0,"1,288",0,"11,318",1,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,53,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
קיסריה,421,0,"1,379",0,"2,205",1,"1,015",0,906,0,"1,427",0,"7,353",1,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,1167,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
מעגן מיכאל,213,0,445,0,953,0,250,0,197,0,368,0,"2,426",0,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,694,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
מגדים,96,0,280,0,401,0,186,0,87,0,168,0,"1,218",0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,689,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
עין איילה,86,0,300,0,382,0,195,0,107,0,107,0,"1,177",0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,687,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
שדות ים,136,0,248,0,386,0,145,0,66,0,182,0,"1,163",0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,327,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
צרופה,96,0,240,0,394,0,136,0,94,0,123,0,"1,083",0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,612,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
גבע כרמל,79,0,272,0,348,0,153,0,87,0,130,0,"1,069",0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,683,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
"כרם מהר""ל",75,0,255,0,305,0,156,0,87,0,137,0,"1,015",0,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,580,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
החותרים,116,0,210,0,310,0,120,0,51,0,154,0,961,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,434,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
מעין צבי,65,0,175,0,253,0,129,0,91,0,244,0,957,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,290,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
בית חנניה,79,0,188,0,316,0,103,0,101,0,103,0,890,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,800,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
עין כרמל,47,0,214,0,237,0,168,0,55,0,97,0,818,0,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,426,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
נחשולים,73,0,183,0,257,0,107,0,74,0,110,0,804,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,433,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
עין הוד,51,0,133,0,211,0,100,0,95,0,123,0,713,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,74,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
ניר עציון,116,0,166,0,251,0,55,0,51,0,62,0,701,0,0,כפרי,יהודי דתי,מרכז,חוף הכרמל ,חדרה ,769,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
בת שלמה,50,0,154,0,225,0,81,0,59,0,85,0,654,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,33,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
עופר,57,0,134,0,205,0,64,0,59,0,78,0,597,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,810,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
בית אורן,80,0,98,0,198,0,55,0,54,0,80,0,565,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,317,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
הבונים,28,0,101,0,119,0,60,0,33,0,107,0,448,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,675,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
דור,64,0,73,0,161,0,24,0,37,0,66,0,425,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,738,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
עין חוד,52,0,63,0,133,0,32,0,23,0,16,0,319,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,1320,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
נווה ים,31,0,63,0,100,0,34,0,27,0,54,0,309,0,0,כפרי,#N/A,מרכז,חוף הכרמל ,חדרה ,312,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
מאיר שפיה,3,0,34,0,56,0,20,0,7,0,27,0,147,0,0,כפרי,יהודי,מרכז,חוף הכרמל ,חדרה ,102,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
בית צבי,25,0,25,0,52,0,1,0,1,0,4,0,108,0,0,כפרי,יהודי חרדי,מרכז,חוף הכרמל ,חדרה ,212,32,חדרה ,32,חדרה ,15,חוף הכרמל ,
"כפר הרא""ה",133,0,360,0,385,0,151,0,62,0,160,0,"1,251",0,0,כפרי,יהודי דתי,מרכז,עמק חפר ,השרון ,217,41,השרון ,32,חדרה ,16,עמק חפר ,
המעפיל,77,0,262,0,290,0,175,0,70,0,137,0,"1,011",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,377,41,השרון ,32,חדרה ,16,עמק חפר ,
חיבת ציון,96,0,247,0,302,0,114,0,53,0,106,0,918,0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,219,41,השרון ,32,חדרה ,16,עמק חפר ,
חרב לאת,100,0,191,0,277,0,117,0,73,0,128,0,886,0,0,כפרי,יהודי דתי,מרכז,עמק חפר ,השרון ,422,41,השרון ,32,חדרה ,16,עמק חפר ,
חגלה,46,0,219,0,227,0,162,0,75,0,73,0,802,0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,205,41,השרון ,32,חדרה ,16,עמק חפר ,
אלישיב,45,0,169,0,214,0,113,0,47,0,113,0,701,0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,204,41,השרון ,32,חדרה ,16,עמק חפר ,
גאולי תימן,26,0,91,0,115,0,42,0,31,0,74,0,379,0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,872,41,השרון ,32,חדרה ,16,עמק חפר ,
בת חפר,256,0,"1,201",0,"2,010",1,"1,033",0,684,0,362,0,"5,546",1,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,1319,41,השרון ,41,נתניה ,16,עמק חפר ,
בית יצחק-שער חפר,195,0,521,0,669,0,340,0,185,0,473,0,"2,383",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,326,41,השרון ,41,נתניה ,16,עמק חפר ,
כפר ויתקין,137,0,423,0,648,0,319,0,195,0,275,0,"1,997",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,190,41,השרון ,41,נתניה ,16,עמק חפר ,
מכמורת,100,0,346,0,437,0,229,0,134,0,282,0,"1,528",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,382,41,השרון ,41,נתניה ,16,עמק חפר ,
גבעת חיים (איחוד),119,0,328,0,410,0,217,0,90,0,319,0,"1,483",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,2018,41,השרון ,41,נתניה ,16,עמק חפר ,
אביחיל,98,0,322,0,393,0,202,0,116,0,266,0,"1,397",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,175,41,השרון ,41,נתניה ,16,עמק חפר ,
גבעת חיים (מאוחד),89,0,244,0,370,0,203,0,89,0,268,0,"1,263",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,173,41,השרון ,41,נתניה ,16,עמק חפר ,
בורגתה,89,0,258,0,386,0,170,0,117,0,174,0,"1,194",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,698,41,השרון ,41,נתניה ,16,עמק חפר ,
עולש,120,0,288,0,384,0,155,0,111,0,126,0,"1,184",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,737,41,השרון ,41,נתניה ,16,עמק חפר ,
בחן,79,0,376,0,293,0,237,0,73,0,101,0,"1,159",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,2043,41,השרון ,41,נתניה ,16,עמק חפר ,
בארותיים,90,0,280,0,337,0,219,0,66,0,136,0,"1,128",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,697,41,השרון ,41,נתניה ,16,עמק חפר ,
מעברות,81,0,212,0,309,0,132,0,96,0,250,0,"1,080",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,197,41,השרון ,41,נתניה ,16,עמק חפר ,
יד חנה,93,0,357,0,309,0,182,0,41,0,91,0,"1,073",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,758,41,השרון ,41,נתניה ,16,עמק חפר ,
חופית,71,0,194,0,311,0,160,0,101,0,199,0,"1,036",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,115,41,השרון ,41,נתניה ,16,עמק חפר ,
עין החורש,68,0,211,0,294,0,148,0,68,0,225,0,"1,014",0,0,כפרי,יהודי,מרכז,עמק חפר ,השרון ,167,41,השרון ,41,נתניה ,16,עמק חפר ,
אחיטוב,87,0,183,0,354,0,149,0,89,0,144,0,"1,006",0,0,כפרי,#N/A,מרכז,עמק חפר ,השרון ,850,41,השרון ,41,נתניה ,16,עמק חפר ,
